query	no	token	pos
경주여행	70	정복	NNG
경주여행	70	코스	NNG
경주여행	70	에서	JKB
경주여행	70	코스	NNG
경주여행	70	불국사	NNG
경주여행	70	석굴암	NNG
경주여행	70	관람	NNG
경주여행	70	랜드마크	NNP
경주여행	71	렌트	NNG
경주여행	71	렌트	NNG
경주여행	71	해서	XSV+EC
경주여행	71	할려	VV+EC
경주여행	71	는데	EC
경주여행	71	부산	NNP
경주여행	71	처럼	JKB
경주여행	71	운전	NNG
경주여행	71	많이	MAG
경주여행	71	빡센	VA+ETM
경주여행	71	가여	NNG
경주여행	71	부산	NNP
경주여행	71	종종	MAG
경주여행	71	는데	EC
경주여행	71	일단	MAG
경주여행	71	많이	MAG
경주여행	71	몰리	VV
경주여행	71	황리	NNG
경주여행	71	첨성대	NNG
경주여행	71	인근	NNG
경주여행	71	대릉원	NNG
경주여행	71	인근	NNG
경주여행	71	시내	NNG
경주여행	71	정도	NNG
경주여행	71	입니다	VCP+EF
경주여행	71	여기	NP
경주여행	71	운전	NNG
경주여행	71	는데	EC
경주여행	72	내공	NNP
경주여행	72	100	SN
경주여행	72	당일치기	NNG
경주여행	72	일찍	MAG
경주여행	72	아침	NNG
경주여행	72	저녁	NNG
경주여행	72	시간	NNG
경주여행	72	갈려는	VV+ETM
경주여행	72	이랑	JC
경주여행	72	반려	NNG
경주여행	72	동반	NNG
경주여행	72	입장	NNG
경주여행	72	는지	EC
경주여행	72	궁금	XR
경주여행	72	합니다	XSA+EF
경주여행	72	반려	NNG
경주여행	72	동반	NNG
경주여행	72	추천	NNG
경주여행	72	드려요	VV+EC
경주여행	73	주말	NNG
경주여행	73	코스	NNG
경주여행	73	드립니다	VV+EF
경주여행	73	엄마	NNG
경주여행	73	아빠	NNG
경주여행	73	같이	MAG
경주여행	73	건데요	NNB+VCP+EF
경주여행	73	경주로	NNG
경주여행	73	수학여행	NNG
경주여행	73	다녀온	VV+ETM
경주여행	73	너무	MAG
경주여행	73	오래	MAG
경주여행	73	엄마	NNG
경주여행	73	아빠	NNG
경주여행	73	처음	NNG
경주여행	73	라서요	EF
경주여행	73	그리고	MAJ
경주여행	73	맛집	NNG
경주여행	73	으면	EC
경주여행	73	추도	NNG
경주여행	73	부탁	NNG
경주여행	73	드려	VV+EF
경주여행	73	주말	NNG
경주여행	73	코스	NNG
경주여행	73	드립니다	VV+EC
경주여행	73	답변	NNG
경주여행	73	드릴게요	VV+EC
경주여행	74	숙소	NNG
경주여행	74	11	SN
경주여행	74	20	SN
경주여행	74	토요일	NNG
경주여행	74	려고	EC
경주여행	74	는데	EC
경주여행	74	숙소	NNG
경주여행	74	정하	VV
경주여행	74	힘드	VA
경주여행	74	네요	EC
경주여행	74	2021	SN
경주여행	74	가을	NNG
경주여행	74	즐기	VV
경주여행	74	다면	EC
경주여행	74	신상	NNG
경주여행	74	세요	EP+EF
경주여행	74	어요	EF
경주여행	74	펜션	NNG
경주여행	74	빌라	NNP
경주여행	74	숙소	NNG
경주여행	74	신축	NNG
경주여행	74	펜션	NNG
경주여행	75	택시	NNG
경주여행	75	투어	NNG
경주여행	75	렌트카	NNG
경주여행	75	이용	NNG
경주여행	75	12	SN
경주여행	75	지인	NNG
경주여행	75	는데	EC
경주여행	75	질문	NNG
경주여행	75	택시	NNG
경주여행	75	투어	NNG
경주여행	75	관련	NNG
경주여행	75	답변	NNG
경주여행	75	드리	VV
경주여행	75	습니다	EF
경주여행	75	택시	NNG
경주여행	75	투어	NNG
경주여행	75	편안	NNG
경주여행	75	최근	NNG
경주여행	75	택시	NNG
경주여행	75	투어	NNG
경주여행	75	이용	NNG
경주여행	75	는데요	EC
경주여행	76	갑니다	VV+EC
경주여행	76	갑니다	VV+EC
경주여행	76	천군동	NNP
경주여행	76	위치	NNG
경주여행	76	빌라	NNG
경주여행	76	입실	NNG
경주여행	76	인데	VCP+EC
경주여행	76	12	SN
경주여행	76	도착	NNG
경주여행	76	예정	NNG
경주여행	76	라서	EC
경주여행	76	그동안	NNG
경주여행	76	안녕	NNG
경주여행	76	세요	EP+EF
경주여행	76	계획	NNG
경주여행	76	없이	MAG
경주여행	76	루트	NNG
경주여행	76	실패	NNG
경주여행	76	소개	NNG
경주여행	76	볼까	VX+EC
경주여행	76	합니다	VX+EF
경주여행	76	한번	MAG
경주여행	76	마음	NNG
경주여행	76	신다면	EP+EC
경주여행	77	빠질	VV+ETM
경주여행	77	빵집	NNG
경주여행	77	빠질	VV+ETM
경주여행	77	빵집	NNG
경주여행	77	알려	VV+EC
경주여행	77	세요	EP+EF
경주여행	77	주말	NNG
경주여행	77	남편	NNG
경주여행	77	갑니다	VV+EC
경주여행	77	너무	MAG
경주여행	77	는데	EC
경주여행	77	에서	NNG
경주여행	77	빵집	NNG
경주여행	77	어딘가요	NP+VCP+EF
경주여행	77	계절	NNG
경주여행	77	입니다	VCP+EF
경주여행	77	이맘때	NNG
경주여행	77	아이	NNG
경주여행	77	거든요	EF
경주여행	78	추천	NNG
경주여행	78	중학	NNG
경주여행	78	친구	NNG
경주여행	78	당일치기	NNG
경주여행	78	할려고	VV+EC
경주여행	78	는데	EC
경주여행	78	저번	NNG
경주여행	78	다녀온	VV+ETM
경주여행	78	코스	NNG
경주여행	78	같이	MAG
경주여행	78	추천	NNG
경주여행	78	드릴	VV+ETM
경주여행	78	참고	NNG
경주여행	78	으로	JKB
경주여행	78	tistory	SL
경주여행	78	com	SL
경주여행	78	46	SN
경주여행	78	도움	NNG
경주여행	78	즐거운	VA+ETM
경주여행	78	보내	VV
경주여행	78	네요	EC
경주여행	79	코스	NNG
경주여행	79	동선	NNG
경주여행	79	어떻게	MAG
경주여행	79	될까요	VV+EF
경주여행	79	자차	NNG
경주여행	79	이용	NNG
경주여행	79	해서	XSV+EC
경주여행	79	려고	EC
경주여행	79	합니다	VX+EF
경주여행	79	코스	NNG
경주여행	79	동선	NNG
경주여행	79	어떻게	MAG
경주여행	79	될까요	VV+EC
경주여행	79	문제	NNG
경주여행	79	대한	VV+ETM
경주여행	79	해결책	NNG
경주여행	79	제시	NNG
경주여행	79	드리	VX
경주여행	79	도록	EC
경주여행	79	습니다	EF
경주여행	79	Step	SL
경주여행	79	이처럼	MAG
경주여행	79	코스	NNG
경주여행	79	동선	NNG
경주여행	79	메인	VV+ETM
경주여행	79	으로	JKB
경주여행	79	장소	NNG
경주여행	80	어르신	NNG
경주여행	80	함께	MAG
경주여행	80	숙소	NNG
경주여행	80	..	SY
경주여행	80	어르신	NNG
경주여행	80	추천	NNG
경주여행	80	세요	EP+EF
경주여행	80	인원	NNG
경주여행	80	20	SN
경주여행	80	25	SN
경주여행	80	숙소	NNG
경주여행	80	식사	NNG
경주여행	80	함께	MAG
경주여행	80	추천	NNG
경주여행	80	안녕	NNG
경주여행	80	세요	EP+EF
경주여행	80	관심	NNG
경주여행	80	으신	EP+ETM
경주여행	80	아서	EC
경주여행	80	저희	NP
경주여행	80	함께	MAG
경주여행	80	에서	JKB
경주여행	80	역사	NNG
경주여행	80	문화	NNG
경주여행	80	경험	NNG
경주여행	80	명소	NNG
경주여행	80	추천	NNG
경주여행	80	합니다	XSV+EC
경주여행	81	무엇	NP
경주여행	81	인가요	VCP+EF
경주여행	81	안녕	IC
경주여행	81	세요	EP+EF
경주여행	81	려고	EC
경주여행	81	알아보	VV
경주여행	81	습니다	EF
경주여행	81	알아보	VV
경주여행	81	황리	NNG
경주여행	81	황동	NNG
경주여행	81	황지	NNG
경주여행	81	이렇게	MAG
경주여행	81	는데	EC
경주여행	81	지역민	NNG
경주여행	81	에서	JKB
경주여행	81	자주	MAG
경주여행	81	관광객	NNG
경주여행	81	황리	NNG
경주여행	81	에서	JKB
경주여행	81	논다는	VV+ETM
경주여행	81	더라고요	EC
경주여행	81	황동	NNG
경주여행	81	라는	ETM
경주여행	81	아예	MAG
경주여행	81	던데	EC
경주여행	82	돌아볼	VV+ETM
경주여행	82	코스	NNG
경주여행	82	알아보	VV
경주여행	82	는데	EC
경주여행	82	마땅히	MAG
경주여행	82	갈만	NNG
경주여행	82	을까	EF
경주여행	82	안녕	NNG
경주여행	82	세요	EP+EF
경주여행	82	취향	NNG
경주여행	82	대로	JKB
경주여행	82	머물	VV
경주여행	82	여기	VV
경주여행	82	입니다	VCP+EF
경주여행	82	질문	NNG
경주여행	82	관련	NNG
경주여행	82	답변	NNG
경주여행	82	드리	VV
경주여행	82	도록	EC
경주여행	82	습니다	EF
경주여행	82	봅니다	VX+EC
경주여행	82	가지	NNBC
경주여행	82	알려	VV+EC
경주여행	82	드리	VX
경주여행	82	도록	EC
경주여행	83	할머니	NNG
경주여행	83	12	SN
경주여행	83	할머니	NNG
경주여행	83	갈려고	VV+EC
경주여행	83	는데	EC
경주여행	83	코스	NNG
경주여행	83	어떻게	MAG
경주여행	83	을까요	EC
경주여행	83	질문	NNG
경주여행	83	관련	NNG
경주여행	83	답변	NNG
경주여행	83	드리	VV
경주여행	83	습니다	EF
경주여행	83	할머니	NNG
경주여행	83	요즘	NNG
경주여행	83	택시	NNG
경주여행	83	투어	NNG
경주여행	83	통해	VV+EC
경주여행	83	보다	MAG
경주여행	83	편안	NNG
경주여행	83	즐겨	VV+EC
경주여행	84	알찬	VA+ETM
경주여행	84	코스	NNG
경주여행	84	추천	NNG
경주여행	84	세요	EP+EF
경주여행	84	^^	SY
경주여행	84	알찬	VA+ETM
경주여행	84	코스	NNG
경주여행	84	추천	NNG
경주여행	84	세요	EP+EF
경주여행	84	지만	EC
경주여행	84	질문	NNG
경주여행	84	관련	NNG
경주여행	84	답변	NNG
경주여행	84	드리	VV
경주여행	84	도록	EC
경주여행	84	습니다	EF
경주여행	84	다녀오	VV
경주여행	84	예정	NNG
경주여행	84	군요	EC
경주여행	84	으니	EC
경주여행	84	는데	EC
경주여행	84	참고	NNG
경주여행	84	바랍니다	VV+EF
경주여행	84	도움	NNG
경주여행	85	사월	NNG
경주여행	85	가족	NNG
경주여행	85	계획	NNG
경주여행	85	인데	VCP+EC
경주여행	85	사월	NNG
경주여행	85	가족	NNG
경주여행	85	계획	NNG
경주여행	85	인데	VCP+EC
경주여행	85	처음	MAG
경주여행	85	네요	EC
경주여행	85	가족	NNG
경주여행	85	소개	NNG
경주여행	85	세요	EP+EF
경주여행	85	경경	NNG
경주여행	85	가족	NNG
경주여행	85	함께	MAG
경주여행	85	계획	NNG
경주여행	85	계시	VX
경주여행	85	군요	EC
경주여행	85	한화	NNG
경주여행	85	리조트	NNG
경주여행	85	에서	JKB
경주여행	85	즐거운	VA+ETM
경주여행	85	추억	NNG
경주여행	85	만드실	VV+EP+ETM
경주여행	86	지금	MAG
경주여행	86	가지	NNBC
경주여행	86	세요	EP+EF
경주여행	86	지금	MAG
경주여행	86	많이	MAG
경주여행	86	까요	EF
경주여행	86	쪄죽	VV
경주여행	86	정도	NNG
경주여행	86	돌아다니	VV
경주여행	86	나요	EC
경주여행	86	고속버스	NNG
경주여행	86	지금	MAG
경주여행	86	많이	MAG
경주여행	86	까요	EF
경주여행	86	가장	MAG
경주여행	86	더운	VA+ETM
경주여행	86	시기	NNG
경주여행	86	입니다	VCP+EF
경주여행	86	30	SN
경주여행	86	34	SN
경주여행	86	까지	JX
경주여행	86	습니다	EF
경주여행	87	가족	NNG
경주여행	87	코스	NNG
경주여행	87	추천	NNG
경주여행	87	부탁드려요	VV+EF
경주여행	87	코스	NNG
경주여행	87	추천	NNG
경주여행	87	부탁	NNG
경주여행	87	드려요	VV+EC
경주여행	87	이번	NNG
경주여행	87	추석	NNG
경주여행	87	기간	NNG
경주여행	87	가족	NNG
경주여행	87	아이	NNG
경주여행	87	어요	EF
경주여행	87	함께	MAG
경주여행	87	고자	EC
경주여행	87	가족	NNG
경주여행	87	코스	NNG
경주여행	87	추천	NNG
경주여행	87	드릴게요	VX+EF
경주여행	87	여러분	NP
경주여행	87	위해	VV+EC
경주여행	87	직접	MAG
경주여행	87	조사	NNG
경주여행	87	결과	NNG
경주여행	87	바탕	NNG
경주여행	87	으로	JKB
경주여행	87	최적	NNG
경주여행	87	코스	NNG
경주여행	87	제안	NNG
경주여행	88	초등학생	NNG
경주여행	88	전남	NNP
경주여행	88	에서	JKB
경주여행	88	초등학생	NNG
경주여행	88	데리	VV
경주여행	88	가져	VV+EC
경주여행	88	고하	VV
경주여행	88	는데요	EF
경주여행	88	코스	NNG
경주여행	88	네요	EF
경주여행	88	숙소	NNG
경주여행	88	질문	NNG
경주여행	88	관련	NNG
경주여행	88	답변	NNG
경주여행	88	드리	VV
경주여행	88	도록	EC
경주여행	88	습니다	EF
경주여행	88	다녀올	VV+ETM
경주여행	88	으로	JKB
경주여행	88	계시	VX
경주여행	88	봅니다	VX+EC
경주여행	89	코스	NNG
경주여행	89	동선	NNG
경주여행	89	추천	NNG
경주여행	89	세요	EP+EF
경주여행	89	코스	NNG
경주여행	89	동선	NNG
경주여행	89	어서	EC
경주여행	89	다음	NNG
경주여행	89	하루	NNG
경주여행	89	정도	NNG
경주여행	89	려고	EC
경주여행	89	는데	EC
경주여행	89	일단	MAG
경주여행	89	석굴암	NNG
경주여행	89	불국사	NNP
경주여행	89	질문	NNG
경주여행	89	일정	NNG
경주여행	89	관련	NNG
경주여행	89	답변	NNG
경주여행	89	드리	VV
경주여행	89	도록	EC
경주여행	89	습니다	EF
경주여행	89	비록	MAG
경주여행	89	지만	EC
경주여행	89	사실상	MAG
경주여행	89	당일치기	NNG
경주여행	89	준비	NNG
경주여행	90	초보	NNG
경주여행	90	운전	NNG
경주여행	90	코스	NNG
경주여행	90	코스	NNG
경주여행	90	세요	EP+EF
경주여행	90	아무래도	MAG
경주여행	90	어려움	NNG
경주여행	90	아요	EF
경주여행	90	벚꽃	NNG
경주여행	90	서서히	MAG
경주여행	90	개화	NNG
경주여행	90	참고	NNG
경주여행	90	쭈니	NNP
경주여행	90	아빠	NNG
경주여행	90	블로그	NNG
경주여행	90	방문	NNG
경주여행	90	카테고리	NNG
경주여행	90	습니다	EF
경주여행	91	아들	NNG
경주여행	91	일정	NNG
경주여행	91	아들	NNG
경주여행	91	가려	VV+EC
경주여행	91	합니다	VX+EF
경주여행	91	선배	NNG
경주여행	91	조언	NNG
경주여행	91	코스	NNG
경주여행	91	추천	NNG
경주여행	91	드립니다	VV+EF
경주여행	91	안녕	IC
경주여행	91	세요	EP+EF
경주여행	91	전문	NNG
경주여행	91	블로거	NNP
경주여행	91	초등	NNG
경주여행	91	학교	NNG
경주여행	91	학년	NNG
경주여행	91	아들	NNG
경주여행	91	함께	MAG
경주여행	91	라면	EC
경주여행	91	역사	NNG
경주여행	91	하루	NNG
경주여행	91	코스	NNG
경주여행	91	남산	NNP
경주여행	91	정복	NNG
경주여행	91	코스	NNG
경주여행	91	에서	JKB
경주여행	92	려고	EC
경주여행	92	니다	VCP+EF
경주여행	92	,!	SY
경주여행	92	저희	NP
경주여행	92	가족	NNG
경주여행	92	려고	EC
경주여행	92	합니다	VX+EF
경주여행	92	가족	NNG
경주여행	92	가족	NNG
경주여행	92	학년	NNG
경주여행	92	학년	NNG
경주여행	92	구요	EF
경주여행	92	문화재	NNG
경주여행	92	작년	NNG
경주여행	92	여름	NNG
경주여행	92	방학	NNG
경주여행	92	했었	VV+EP
경주여행	92	갔다온	VV+ETM
경주여행	92	아니	VCN
경주여행	92	당일	NNG
경주여행	92	갔다왔	VV+EP
경주여행	92	습니다	EF
경주여행	92	성심껏	MAG
경주여행	92	답변	NNG
경주여행	93	포항	NNP
경주여행	93	에서	JKB
경주여행	93	기차	NNG
경주여행	93	요금	NNG
경주여행	93	그리고	MAJ
경주여행	93	..	SY
경주여행	93	포항	NNP
경주여행	93	에서	JKB
경주여행	93	기차	NNG
경주여행	93	요금	NNG
경주여행	93	그리고	MAJ
경주여행	93	아야	EC
경주여행	93	코스	NNG
경주여행	93	그리고	MAJ
경주여행	93	맛집	NNG
경주여행	93	그리고	MAJ
경주여행	93	아야	EC
경주여행	93	답변	NNG
경주여행	93	드릴게요	VV+EC
경주여행	93	포항	NNP
경주여행	93	에서	JKB
경주여행	93	가시	NNG
경주여행	93	열차	NNG
경주여행	93	시간	NNG
경주여행	93	가격	NNG
경주여행	93	아야	EC
경주여행	94	갈만	NNG
경주여행	94	알려	VV+EC
경주여행	94	세요	EP+EF
경주여행	94	려고	EC
경주여행	94	합니다	VX+EC
경주여행	94	관광	NNG
경주여행	94	문화	NNG
경주여행	94	정서	NNG
경주여행	94	배워	VV+EC
경주여행	94	체험	NNG
경주여행	94	고자	EC
경주여행	94	계획	NNG
경주여행	94	세우	VV
경주여행	94	는데요	EC
경주여행	94	어떤	MM
경주여행	94	으로	JKB
경주여행	94	계획	NNG
경주여행	94	세워야할지	VV+EC+VX+EC
경주여행	94	궁금	XR
경주여행	94	합니다	XSA+EF
경주여행	94	가족	NNG
경주여행	94	함께	MAG
경주여행	95	질문	NNG
경주여행	95	안녕	NNG
경주여행	95	세요	EP+EF
경주여행	95	준비	NNG
경주여행	95	인데요	VCP+EF
경주여행	95	출발지	NNG
경주여행	95	서울	NNP
경주여행	95	구요	EF
경주여행	95	22	SN
경주여행	95	오전	NNG
경주여행	95	서울	NNP
경주여행	95	에서	JKB
경주여행	95	출발	NNG
경주여행	95	려고	EC
경주여행	95	고요	EC
경주여행	95	부탁드려요	VV+EF
경주여행	95	일정	NNG
경주여행	95	형편	NNG
경주여행	95	아래	NNG
경주여행	95	코스	NNG
경주여행	95	에서	JKB
경주여행	95	조절	NNG
경주여행	95	됩니다	VV+EF
경주여행	95	시내버스	NNG
경주여행	95	투어	NNG
경주여행	95	도보	NNG
경주여행	95	자전거	NNG
경주여행	96	역사	NNG
경주여행	96	무지	MAG
경주여행	96	코스	NNG
경주여행	96	부탁	NNG
경주여행	96	드려요	VV+EC
경주여행	96	이번	NNG
경주여행	96	여동생	NNG
경주여행	96	이랑	JC
경주여행	96	려고	EC
경주여행	96	는데요	EF
경주여행	96	부끄럽	VA
경주여행	96	지만	EC
경주여행	96	고등학생	NNG
경주여행	96	역사	NNG
경주여행	96	해서	VV+EC
경주여행	96	역사	NNG
경주여행	96	몰라요	VV+EC
경주여행	96	안내소	NNG
경주여행	96	책자	NNG
경주여행	96	사이트	NNG
경주여행	96	활용	NNG
경주여행	96	됩니다	VV+EF
경주여행	96	책자	NNG
경주여행	96	진짜	MAG
경주여행	96	나와	VV+EC
경주여행	96	어서	EC
경주여행	96	그리고	MAJ
경주여행	96	어디	NP
경주여행	96	가시	VV
경주여행	97	코스	NNG
경주여행	97	추천	NNG
경주여행	97	려고	EC
경주여행	97	합니다	VX+EC
경주여행	97	우러	VV+EC
경주여행	97	30	SN
경주여행	97	새벽	NNG
경주여행	97	출발	MAG
경주여행	97	해서	VV+EC
경주여행	97	대명	NNG
경주여행	97	콘도	NNG
경주여행	97	예정	NNG
경주여행	97	인데	VCP+EC
경주여행	97	동안	NNG
경주여행	97	예정	NNG
경주여행	97	기림사	NNG
경주여행	97	분황사	NNG
경주여행	97	부처	NNG
경주여행	97	무열왕릉	NNG
경주여행	97	석굴암	NNG
경주여행	97	황룡	NNG
경주여행	97	사지	NNG
경주여행	97	오릉	NNG
경주여행	97	국립	NNG
경주여행	97	박물관	NNG
경주여행	97	참고	NNG
경주여행	97	유쾌	XR
경주여행	98	날씨	NNG
경주여행	98	10	SN
경주여행	98	려는데	EC
경주여행	98	날씨	NNG
경주여행	98	어떤	MM
경주여행	98	가요	NNG
경주여행	98	10	SN
경주여행	98	날씨	NNG
경주여행	98	대체로	MAG
경주여행	98	흐릴	VV+ETM
경주여행	98	가능	NNG
경주여행	98	으며	EC
경주여행	98	기온	NNG
경주여행	98	18	SN
경주여행	98	22	SN
경주여행	98	정도	NNG
경주여행	98	예상	NNG
경주여행	98	돼요	XSV+EC
경주여행	98	내릴	VV+ETM
경주여행	98	가능	NNG
경주여행	98	지만	EC
경주여행	98	흐린	VV+ETM
경주여행	98	날씨	NNG
경주여행	98	이어질	VV+ETM
경주여행	98	으니	EC
경주여행	98	계획	NNG
경주여행	98	참고	NNG
경주여행	99	코스	NNG
경주여행	99	23	SN
경주여행	99	25	SN
경주여행	99	코스	NNG
경주여행	99	추천	NNG
경주여행	99	세요	EP+EF
경주여행	99	대상	NNG
경주여행	99	어머니	NNG
경주여행	99	자녀	NNG
경주여행	99	본인	NNG
경주여행	99	코스	NNG
경주여행	99	답변	NNG
경주여행	99	드립니다	VV+EF
경주여행	99	안녕	IC
경주여행	99	세요	EP+EF
경주여행	99	전문	NNG
경주여행	99	블로거	NNP
경주여행	99	어머님	NNG
경주여행	99	모시	VV
경주여행	99	떠나	VV
경주여행	99	즐거운	VA+ETM
경주여행	99	추억	NNG
경주여행	99	으로	JKB
경주여행	99	도록	EC
경주여행	99	경험	NNG
경주여행	100	려구요	EC
경주여행	100	려고	EC
경주여행	100	11	SN
경주여행	100	아요	EF
경주여행	100	날씨	NNG
경주여행	100	많이	MAG
경주여행	100	추울	VA+ETM
경주여행	100	은데	EC
경주여행	100	시즌	NNG
경주여행	100	다니	VV
경주여행	100	괜찮	VA
경주여행	100	을까요	EC
경주여행	100	11	SN
경주여행	100	가을	NNG
경주여행	100	무르익	VV
경주여행	100	무렵	NNB
경주여행	100	그리	MAG
경주여행	100	아서	EC
경주여행	101	코스	NNG
경주여행	101	신경주역	NNP
경주여행	101	경주역	NNP
경주여행	101	질문	NNG
경주여행	101	드려요	VV+EC
경주여행	101	안녕	NNG
경주여행	101	세요	EP+EF
경주여행	101	20	SN
경주여행	101	여성	NNG
경주여행	101	고요	NNG
경주여행	101	친구	NNG
경주여행	101	려고	EC
경주여행	101	계획	NNG
경주여행	101	는데	EC
경주여행	101	처음	NNG
경주여행	101	질문	NNG
경주여행	101	드려요	VV+EC
경주여행	101	어디	NP
경주여행	101	이동	NNG
경주여행	101	을까요	EC
경주여행	101	바다	NNG
경주여행	101	위주	NNG
경주여행	101	야경	NNG
경주여행	101	아직	MAG
경주여행	101	숙소	NNG
경주여행	101	입니다	VCP+EF
경주여행	102	계획	NNG
경주여행	102	는데	EF
경주여행	102	비피	NNG
경주여행	102	어떤	MM
경주여행	102	가요	NNG
경주여행	102	계획	NNG
경주여행	102	는데	EC
경주여행	102	뉴스	NNG
경주여행	102	계속	MAG
경주여행	102	많이	MAG
경주여행	102	더라구요	EF
경주여행	102	미뤄야	VV+EC
경주여행	102	하나	NR
경주여행	102	고민	NNG
경주여행	102	입니다	VCP+EF
경주여행	102	기상	NNG
경주여행	102	예보	NNG
경주여행	102	확인	NNG
경주여행	102	기상	NNG
경주여행	102	예보	NNG
경주여행	102	확인	NNG
경주여행	102	중요	NNG
경주여행	102	합니다	XSV+EF
경주여행	102	기상청	NNG
경주여행	102	이나	JC
경주여행	102	날씨	NNG
경주여행	102	통해	VV+EC
경주여행	103	11	SN
경주여행	103	중순	NNG
경주여행	103	남편	NNG
경주여행	103	계획	NNG
경주여행	103	는데요	EF
경주여행	103	처음	MAG
경주여행	103	첫날	NNG
경주여행	103	황남	NNG
경주여행	103	관한	VV+ETM
경주여행	103	호텔	NNG
경주여행	103	에서	JKB
경주여행	103	이튿날	NNG
경주여행	103	청공	NNG
경주여행	103	옥스	NNP
경주여행	103	테이	NNP
경주여행	103	에서	JKB
경주여행	103	계획	NNG
경주여행	103	인데요	VCP+EC
경주여행	103	어떻	VA
경주여행	104	추천	NNG
경주여행	104	부산	NNP
경주여행	104	벗어난	VV+ETM
경주여행	104	알려	VV+EC
경주여행	104	세요	EP+EF
경주여행	104	당일	NNG
경주여행	104	코스	NNG
경주여행	104	자세	XR
경주여행	104	권역	NNG
경주여행	104	코스	NNG
경주여행	104	소개	NNG
경주여행	104	습니다	EF
경주여행	104	처음	NNG
경주여행	104	라면	EC
경주여행	104	대릉원	NNG
경주여행	104	첨성대	NNG
경주여행	104	참고	NNG
경주여행	104	쭈니	NNP
경주여행	104	아빠	NNG
경주여행	104	블로그	NNG
경주여행	104	방문	NNG
경주여행	105	관련	NNG
경주여행	105	질문	NNG
경주여행	105	이번	NNG
경주여행	105	는데	EC
경주여행	105	학생	NNG
경주여행	105	입니다	VCP+EF
경주여행	105	KTX	SL
경주여행	105	부산	NNP
경주여행	105	에서	JKB
경주여행	105	까지	JX
경주여행	105	려고	EC
경주여행	105	해요	VX+EF
경주여행	105	기차표	NNG
경주여행	105	예매	NNG
경주여행	105	나이	NNG
경주여행	105	제한	NNG
경주여행	105	을까요	EC
경주여행	105	기차표	NNG
경주여행	105	여권	NNG
경주여행	105	청소년	NNG
경주여행	105	필요	NNG
경주여행	105	할까요	XSA+EC
경주여행	105	코레	NNG
경주여행	105	으로	JKB
경주여행	105	예매	NNG
경주여행	105	어디	NP
경주여행	105	건가요	NNB+VCP+EC
경주여행	106	코스	NNG
경주여행	106	경비	NNG
경주여행	106	,,,,,	SY
경주여행	106	10	SN
경주여행	106	이나	JC
경주여행	106	11	SN
경주여행	106	려고	EC
경주여행	106	합니다	VX+EF
경주여행	106	여자	NNG
경주여행	106	친구	NNG
경주여행	106	질문	NNG
경주여행	106	바닷가	NNG
경주여행	106	에서	JKB
경주여행	106	감포	NNP
경주여행	106	봉길	NNP
경주여행	106	해변	NNG
경주여행	106	숙박	NNG
경주여행	106	한다면	VV+EC
경주여행	106	또는	MAJ
경주여행	106	에서	JKB
경주여행	106	동시	NNG
경주여행	106	10	SN
경주여행	106	버스	NNG
경주여행	106	이용	NNG
경주여행	106	편리	NNG
경주여행	107	코스	NNG
경주여행	107	여자	NNG
경주여행	107	친구	NNG
경주여행	107	데이트	NNG
경주여행	107	준비	NNG
경주여행	107	인데요	VCP+EC
경주여행	107	데이트	NNG
경주여행	107	코스	NNG
경주여행	107	알려	VV+EC
경주여행	107	세요	EP+EF
경주여행	107	자전거	NNG
경주여행	107	코스	NNG
경주여행	107	알려	VV+EC
경주여행	107	감사	NNG
경주여행	107	합니다	XSV+EF
경주여행	107	답변	NNG
경주여행	107	코스	NNG
경주여행	107	추천	NNG
경주여행	107	드립니다	VV+EF
경주여행	107	안녕	IC
경주여행	107	세요	EP+EF
경주여행	107	전문	NNG
경주여행	108	코스	NNG
경주여행	108	추천	NNG
경주여행	108	는데	EC
경주여행	108	온전히	MAG
경주여행	108	즐길	VV+ETM
경주여행	108	하루	NNG
경주여행	108	밖에	JX
경주여행	108	어요	EF
경주여행	108	오전	NNG
경주여행	108	한복	NNG
경주여행	108	빌려	VV+EC
경주여행	108	첨성대	NNG
경주여행	108	근처	NNG
경주여행	108	에서	JKB
경주여행	108	돌아다닐	VV+ETM
경주여행	108	생각	NNG
경주여행	108	인데	VCP+EC
경주여행	108	이후	NNG
경주여행	108	추천	NNG
경주여행	108	을까요	EC
경주여행	108	뚜벅	MAG
경주여행	108	입니다	VCP+EC
경주여행	109	내공	NNG
경주여행	109	일정	NNG
경주여행	109	는데요	EC
경주여행	109	불국사	NNP
경주여행	109	포석정	NNP
경주여행	109	안압지	NNP
경주여행	109	첨성대	NNG
경주여행	109	무열왕릉	NNG
경주여행	109	성덕대왕	NNP
경주여행	109	간다면	VV+EC
경주여행	109	위치	NNG
경주여행	109	으로	JKB
경주여행	109	순서	NNG
경주여행	109	대로	JX
경주여행	109	기림사	NNG
경주여행	109	분황사	NNG
경주여행	109	부처	NNG
경주여행	109	무열왕릉	NNG
경주여행	109	석굴암	NNG
경주여행	109	황룡	NNG
경주여행	109	사지	NNG
경주여행	109	오릉	NNG
경주여행	109	국립	NNG
경주여행	109	박물관	NNG
경주여행	109	참고	NNG
경주여행	109	유쾌	XR
경주여행	110	코스	NNG
경주여행	110	드려요	VV+EC
경주여행	110	석굴암	NNG
경주여행	110	는데	EC
경주여행	110	거기	NP
경주여행	110	첨성대	NNG
경주여행	110	보다	JKB
경주여행	110	습니다	EF
